DistanceKm,DurationMin,Weight,Volume,CarType,FinalPrice
73,101,8956,18,Isothermal van,9156
97,160,6847,15,Tented truck,10149
191,264,4117,19,Tented truck,14527
146,238,6261,22,Furniture van,9781
175,377,5678,1,Isothermal van,9889
108,203,6226,35,Medium van,7515
174,235,1423,32,Tented truck,14526
22,39,9559,34,Small van,5996
74,119,400,46,Tented truck,7099
128,270,5163,23,Medium van,7992
62,120,8557,18,Isothermal van,8825
24,44,8840,51,Refrigerator,9049
157,340,3564,27,Dump truck,16050
92,183,3845,13,Tented truck,10408
170,240,8070,18,Tented truck,15870
17,30,1328,48,Dump truck,5532
39,58,4086,10,Small van,3641
194,285,3707,13,Furniture van,11115
164,344,6434,44,Medium van,10717
144,237,3074,25,Refrigerator,9631
200,261,1238,58,Small van,7290
38,68,9216,52,Dump truck,12063
47,98,6881,4,Medium van,5274
135,175,5456,25,Medium van,8916
68,116,4534,55,Tented truck,10232
29,40,3922,4,Furniture van,3781
135,296,5527,19,Refrigerator,13327
149,258,4342,44,Dump truck,14829
199,248,3061,56,Medium van,9580
173,291,8996,51,Dump truck,22367
8,13,5464,24,Refrigerator,4644
44,85,4906,35,Isothermal van,6041
73,160,1711,56,Furniture van,5315
84,123,4369,56,Small van,5959
88,160,4050,57,Furniture van,8661
5,7,9109,14,Isothermal van,6541
59,72,503,18,Furniture van,3313
150,256,4563,19,Furniture van,7906
162,324,5052,11,Small van,7520
163,202,7407,13,Tented truck,13839
114,226,2745,9,Small van,5269
34,55,9445,54,Refrigerator,9670
29,40,6498,41,Furniture van,6873
37,64,3022,45,Furniture van,5240
138,187,6233,11,Dump truck,14403
86,122,2930,41,Furniture van,6766
54,72,8541,22,Tented truck,10587
49,103,4927,55,Refrigerator,7236
52,87,4480,59,Medium van,6739
58,78,9202,44,Isothermal van,9695
15,29,6046,11,Refrigerator,6144
186,271,2102,3,Furniture van,8960
135,226,1003,47,Furniture van,7464
13,19,7604,6,Furniture van,4842
88,137,8844,48,Medium van,8301
24,43,1178,40,Medium van,3548
72,123,3820,52,Dump truck,8983
152,244,1206,44,Tented truck,11820
195,259,5398,35,Tented truck,17465
129,255,9495,5,Dump truck,15881
46,93,2063,17,Dump truck,6875
123,221,4096,22,Medium van,7600
191,232,9534,23,Medium van,10149
78,142,283,9,Tented truck,7740
115,164,7135,42,Furniture van,10178
53,80,2404,43,Tented truck,8129
120,188,117,58,Medium van,5853
52,105,9299,13,Dump truck,9455
168,210,6378,42,Refrigerator,13018
98,137,280,58,Dump truck,11252
169,331,1340,39,Tented truck,15165
85,110,3611,2,Tented truck,7835
155,230,1510,24,Refrigerator,9849
200,243,614,49,Isothermal van,10423
186,386,8771,16,Dump truck,19810
25,34,2306,39,Furniture van,4370
58,95,2159,15,Medium van,4009
153,284,1605,49,Medium van,7411
96,190,9773,25,Small van,8993
118,257,1357,32,Medium van,6680
199,427,1676,28,Refrigerator,12248
77,118,8614,13,Isothermal van,7811
160,344,3012,56,Tented truck,13462
153,204,9514,10,Medium van,8840
86,126,8283,14,Furniture van,9210
19,23,833,48,Dump truck,5288
86,133,7449,27,Refrigerator,11093
130,198,5008,45,Furniture van,8226
79,139,5312,44,Dump truck,11137
120,156,5037,21,Medium van,7331
47,69,2336,45,Tented truck,6634
107,194,7046,55,Tented truck,15410
139,224,7376,26,Small van,9215
127,201,2089,37,Medium van,7182
94,191,6383,16,Isothermal van,9854
69,141,7245,29,Isothermal van,7972
101,169,1521,43,Isothermal van,7240
24,39,7889,2,Dump truck,6973
112,233,8971,33,Small van,9805
113,247,4343,5,Small van,5458
106,192,1567,45,Isothermal van,7202
29,49,9872,33,Furniture van,7650
53,75,7355,60,Isothermal van,7969
8,14,7820,60,Medium van,6345
74,157,1896,32,Refrigerator,7032
122,247,6288,55,Furniture van,10395
119,217,2390,56,Dump truck,11319
83,115,9801,60,Isothermal van,12382
112,205,1168,14,Isothermal van,6852
24,44,8068,23,Dump truck,9473
58,121,8006,3,Isothermal van,8668
189,229,8382,22,Furniture van,13028
70,135,4334,23,Medium van,5827
137,216,3362,24,Dump truck,15060
19,23,3448,25,Furniture van,4177
97,157,6580,56,Dump truck,14855
46,58,422,18,Small van,1974
163,350,5394,56,Tented truck,18347
24,50,1832,60,Medium van,3823
194,415,560,41,Medium van,7282
72,90,3700,35,Isothermal van,7732
97,201,5712,57,Refrigerator,12513
32,64,4181,26,Furniture van,4911
163,263,8947,14,Isothermal van,13449
133,217,1998,46,Tented truck,10915
44,67,9862,59,Isothermal van,8792
75,105,2244,25,Furniture van,4793
102,204,150,45,Refrigerator,8948
152,225,9515,56,Tented truck,18330
90,118,5493,8,Small van,5401
53,111,3675,36,Tented truck,7297
116,146,5447,47,Small van,8174
110,171,5157,1,Refrigerator,8437
29,52,2059,40,Medium van,3348
178,281,6255,47,Medium van,9606
28,53,2415,3,Tented truck,4013
152,200,8002,7,Small van,7367
43,86,102,22,Refrigerator,4126
2,3,7325,43,Tented truck,7231
11,23,2901,57,Dump truck,6170
153,201,6101,48,Refrigerator,13067
182,236,3616,44,Refrigerator,13198
150,328,9903,58,Dump truck,19570
141,289,5906,13,Medium van,9159
82,130,7118,45,Refrigerator,11480
72,103,7285,9,Furniture van,7190
128,229,3343,49,Dump truck,14963
160,261,1069,12,Tented truck,11800
46,69,4646,19,Refrigerator,7546
22,41,8656,7,Small van,5836
27,38,5322,33,Refrigerator,7038
176,287,6210,45,Furniture van,12404
103,168,8505,46,Isothermal van,10419
122,224,776,56,Tented truck,11317
42,81,6456,49,Small van,6597
30,50,8434,40,Tented truck,7947
23,37,8191,35,Small van,7036
98,154,8626,30,Small van,9040
124,257,547,9,Medium van,4666
187,288,284,51,Refrigerator,12348
72,137,714,37,Furniture van,5271
115,190,5094,51,Furniture van,9855
188,380,1943,1,Furniture van,9121
46,86,356,57,Dump truck,6355
95,143,7888,50,Refrigerator,13084
42,76,3533,47,Refrigerator,7521
134,221,1089,52,Small van,4908
192,394,8361,50,Isothermal van,15456
50,73,7287,50,Tented truck,10184
131,235,5961,12,Refrigerator,11607
13,23,8482,44,Dump truck,8510
184,345,2261,5,Tented truck,15921
125,253,6385,43,Refrigerator,10739
119,206,9116,25,Small van,8126
97,119,2047,27,Small van,4739
140,243,1792,32,Isothermal van,7821
6,10,241,38,Isothermal van,2361
52,68,8241,46,Tented truck,10974
63,124,5119,18,Medium van,4968
133,194,7251,29,Dump truck,14118
79,172,1134,2,Isothermal van,4516
105,138,4911,42,Refrigerator,11562
106,208,6523,33,Medium van,7779
92,193,9379,26,Refrigerator,10981
122,251,1023,35,Furniture van,6489
114,163,2772,16,Isothermal van,6659
60,123,9354,11,Dump truck,11232
30,47,9295,9,Tented truck,8792
40,66,1345,59,Refrigerator,5601
123,228,4564,4,Tented truck,11997
8,10,4316,51,Isothermal van,5508
1,2,107,28,Small van,1141
65,105,9938,53,Isothermal van,9966
162,228,6337,25,Tented truck,15323
68,95,6522,21,Refrigerator,9622
92,120,9481,13,Small van,7662
94,153,4281,9,Isothermal van,7472
120,167,2913,59,Furniture van,7341
178,283,969,47,Dump truck,14316
175,279,8556,19,Furniture van,11598
2,4,6693,33,Small van,5409
193,384,559,37,Tented truck,16389
187,299,4446,49,Dump truck,17753
143,208,4052,4,Dump truck,15012
65,101,5463,46,Medium van,6688
61,130,8231,5,Isothermal van,7126
109,222,7174,23,Isothermal van,10697
78,159,4149,39,Medium van,6681
148,282,22,16,Tented truck,12773
27,34,897,60,Refrigerator,5438
22,30,3711,32,Small van,3244
172,292,833,23,Tented truck,12700
96,165,6179,31,Tented truck,10556
93,196,8396,60,Refrigerator,13933
147,179,7873,10,Medium van,10083
130,158,2744,35,Dump truck,13161
15,20,8074,2,Small van,4808
22,28,6369,60,Small van,5346
175,297,9681,8,Refrigerator,14907
37,72,2201,9,Small van,2524
11,17,6261,51,Tented truck,6758
62,127,4951,5,Medium van,4789
185,398,8891,36,Furniture van,13761
51,68,8116,22,Dump truck,11309
41,59,9523,9,Medium van,6744
145,302,607,13,Tented truck,12806
189,350,9989,37,Dump truck,18324
60,102,6652,45,Medium van,7347
114,151,3219,31,Tented truck,9776
156,335,9851,14,Isothermal van,14386
187,298,3570,19,Furniture van,9252
14,18,5066,16,Small van,4090
84,132,8000,28,Refrigerator,9917
113,195,4889,9,Tented truck,10582
35,68,8807,37,Refrigerator,9446
139,177,8006,13,Tented truck,15407
18,35,9209,3,Furniture van,5874
143,227,4588,40,Refrigerator,13534
60,87,8721,28,Dump truck,12457
54,110,2199,18,Small van,3680
50,85,5726,47,Isothermal van,6860
142,275,8101,48,Furniture van,10421
98,210,29,8,Medium van,4182
173,264,6460,15,Medium van,9129
106,129,3270,45,Tented truck,12282
122,244,9707,2,Isothermal van,10480
182,239,687,49,Medium van,6909
7,10,4724,51,Small van,4588
26,33,8141,29,Dump truck,9867
37,60,1103,37,Furniture van,3350
112,236,5106,52,Small van,6690
122,205,353,16,Dump truck,9343
45,81,4407,15,Refrigerator,6673
124,192,9710,27,Refrigerator,11718
113,137,2784,33,Medium van,6581
117,248,478,14,Refrigerator,7360
76,105,2218,3,Dump truck,7934
131,276,7643,26,Furniture van,10901
114,157,2761,40,Furniture van,7749
25,54,6107,46,Isothermal van,6771
76,125,2520,11,Dump truck,7529
64,122,7806,57,Furniture van,9274
106,141,3751,50,Isothermal van,8657
105,135,4989,32,Small van,6969
136,289,1840,51,Furniture van,8727
162,351,6950,22,Small van,9442
39,79,178,53,Isothermal van,3983
171,366,3438,25,Dump truck,15897
43,63,5434,58,Dump truck,10278
155,327,3491,39,Isothermal van,11275
157,319,3657,13,Furniture van,8752
101,144,7506,46,Furniture van,8406
71,92,5825,49,Furniture van,7789
121,249,3342,31,Tented truck,10671
109,188,7606,50,Small van,8109
44,60,9822,11,Tented truck,8943
38,65,6827,12,Medium van,5908
135,240,3565,16,Refrigerator,10399
86,164,2617,31,Small van,4886
165,337,2595,21,Furniture van,8273
88,183,6421,20,Furniture van,8186
194,259,426,4,Isothermal van,8888
163,251,508,19,Refrigerator,10652
55,89,6957,20,Dump truck,9466
2,2,8200,12,Furniture van,5935
38,68,8868,20,Medium van,7597
70,111,5941,29,Medium van,6444
45,77,4609,58,Dump truck,10174
198,261,8411,24,Tented truck,19398
63,83,8960,25,Tented truck,10006
41,80,3653,48,Refrigerator,7578
28,54,9798,57,Refrigerator,9966
19,33,3479,47,Furniture van,4167
121,153,6791,33,Small van,8352
139,170,5158,1,Dump truck,14807
120,238,242,17,Isothermal van,7216
108,174,7679,1,Isothermal van,8433
172,275,2986,26,Dump truck,15206
184,356,8558,48,Isothermal van,12694
62,118,7696,19,Refrigerator,8938
152,211,3859,36,Medium van,9265
116,191,1005,47,Isothermal van,8398
105,127,3223,19,Medium van,6385
128,238,8101,35,Furniture van,11361
125,152,7877,42,Dump truck,14248
165,258,5990,15,Isothermal van,11990
12,21,8251,51,Medium van,6403
45,55,3811,38,Isothermal van,5185
157,303,7053,9,Refrigerator,13971
41,82,2896,41,Refrigerator,6587
9,19,3428,49,Tented truck,5285
151,287,2357,17,Dump truck,12515
29,43,6793,12,Refrigerator,6760
23,48,6254,36,Dump truck,8540
183,253,652,40,Furniture van,7413
57,90,6928,21,Medium van,6009
100,131,9585,40,Furniture van,9561
191,374,5055,59,Tented truck,16825
118,237,4169,21,Isothermal van,9605
194,275,6850,22,Dump truck,19738
106,227,5687,60,Furniture van,8427
99,201,7543,30,Dump truck,13924
14,29,8933,12,Medium van,5600
12,23,4277,19,Small van,3122
167,327,799,31,Refrigerator,10464
23,32,9659,46,Isothermal van,7196
19,29,1089,17,Isothermal van,2601
93,129,3850,44,Dump truck,11512
47,59,9820,20,Refrigerator,10417
159,300,5623,55,Furniture van,9833
123,255,6810,50,Dump truck,13251
118,155,1197,2,Small van,3426
48,67,8708,18,Tented truck,9495
89,127,7929,37,Isothermal van,8713
12,22,8601,7,Small van,4916
114,216,2150,44,Furniture van,8278
32,62,1804,2,Dump truck,5133
93,203,2933,60,Tented truck,11212
121,180,6480,57,Refrigerator,13738
73,119,7095,27,Isothermal van,7501
55,100,3773,21,Small van,3853
157,196,4601,44,Tented truck,16641
146,211,8896,11,Small van,7537
107,209,6716,29,Medium van,7657
65,99,5670,22,Furniture van,7423
48,66,1316,31,Small van,3439
87,139,7628,28,Furniture van,8182
108,201,5772,42,Isothermal van,10429
174,262,1126,25,Furniture van,8300
156,209,6192,41,Tented truck,17670
139,216,9685,46,Isothermal van,13119
34,74,7824,5,Small van,5086
79,167,2495,19,Refrigerator,7763
81,172,252,49,Furniture van,4977
8,13,7919,37,Medium van,5241
98,205,6547,16,Small van,6190
105,136,7606,45,Dump truck,14815
61,97,8850,35,Isothermal van,9700
89,142,75,46,Refrigerator,7580
67,91,1108,9,Isothermal van,4138
157,322,642,34,Isothermal van,9114
61,91,5482,3,Isothermal van,6207
199,322,5036,42,Medium van,11849
194,380,447,6,Isothermal van,8224
155,320,2607,3,Refrigerator,9232
55,102,9408,43,Medium van,9073
89,152,8385,32,Furniture van,9570
107,136,2601,14,Medium van,5290
48,83,6058,56,Refrigerator,7809
3,4,2604,57,Tented truck,4976
38,56,8209,22,Dump truck,10245
95,189,2969,11,Refrigerator,7568
22,33,9763,52,Small van,8315
193,305,6459,16,Furniture van,12205
169,347,7047,49,Dump truck,19769
181,395,358,49,Tented truck,15465
7,10,6698,16,Refrigerator,4936
8,16,7044,14,Dump truck,5839
192,261,6160,30,Tented truck,15084
120,216,5420,38,Small van,6487
137,200,7709,4,Furniture van,9693
89,141,8214,47,Tented truck,14291
125,239,2927,34,Refrigerator,9580
97,135,5176,19,Tented truck,11510
52,72,329,29,Refrigerator,4674
157,275,436,48,Isothermal van,8186
119,177,5441,17,Furniture van,8457
58,75,8856,40,Small van,7086
140,276,2310,42,Medium van,7659
196,375,2266,2,Tented truck,14285
168,359,2426,57,Tented truck,13696
97,188,4064,42,Medium van,6834
160,340,2198,49,Tented truck,13084
163,325,4098,56,Small van,7113
82,166,2593,28,Tented truck,9037
165,224,1927,11,Dump truck,15841
71,134,34,56,Dump truck,9281
23,38,7766,60,Tented truck,8738
123,191,5516,13,Furniture van,8746
25,31,8230,58,Small van,7710
147,321,7153,37,Medium van,8937
28,33,1042,19,Refrigerator,3574
54,72,3753,9,Refrigerator,7031
156,231,2837,49,Tented truck,12296
67,130,1499,44,Refrigerator,7323
31,43,7424,41,Isothermal van,8031
24,48,4132,25,Furniture van,4880
167,362,3651,24,Medium van,8908
41,53,6860,30,Tented truck,9123
25,42,6062,3,Small van,3877
38,77,8866,58,Isothermal van,7724
199,367,7312,19,Furniture van,12027
84,147,303,5,Small van,2420
175,366,1316,58,Small van,7736
29,45,7083,1,Tented truck,7183
165,311,8219,56,Tented truck,18982
35,48,258,45,Dump truck,5648
85,143,6076,12,Isothermal van,8360
156,315,4588,8,Medium van,7949
122,196,7754,19,Refrigerator,11367
122,178,5593,52,Tented truck,13794
138,244,6093,53,Tented truck,15644
57,75,4132,27,Dump truck,8589
116,196,7967,25,Tented truck,12192
143,275,5021,26,Tented truck,15481
126,214,8438,52,Tented truck,13570
6,11,8467,16,Furniture van,6313
169,353,6051,3,Refrigerator,14476
27,47,6722,57,Dump truck,8226
63,84,6546,44,Refrigerator,8996
194,350,9557,29,Medium van,12942
166,235,9445,4,Furniture van,11837
157,315,6836,24,Small van,8096
120,242,9750,16,Medium van,10702
7,12,6879,52,Furniture van,5795
129,193,9285,27,Small van,7748
3,5,7616,12,Tented truck,6081
18,37,6247,31,Tented truck,7045
58,102,2141,46,Medium van,5309
82,151,4556,17,Refrigerator,9291
119,224,7791,13,Isothermal van,10537
190,258,7087,37,Furniture van,11448
56,70,4310,30,Medium van,4902
31,37,1249,4,Medium van,2025
168,213,1434,23,Tented truck,13645
168,230,8881,59,Furniture van,13520
60,96,4394,1,Dump truck,8665
41,57,2265,18,Small van,3246
34,59,621,13,Tented truck,4549
34,55,6190,47,Refrigerator,6975
153,302,7286,23,Refrigerator,12459
11,21,3024,43,Isothermal van,4682
37,46,3566,33,Medium van,4255
75,133,543,57,Refrigerator,7196
153,261,189,34,Refrigerator,10562
96,143,2102,51,Isothermal van,8385
169,250,8440,41,Isothermal van,11852
118,233,3589,29,Dump truck,11423
88,190,7466,21,Medium van,7631
126,260,8163,45,Small van,8733
144,264,4837,16,Refrigerator,11907
143,260,5559,31,Dump truck,15493
187,314,7886,60,Furniture van,15178
138,265,5317,6,Tented truck,13338
78,155,9387,9,Small van,7998
1,1,8144,52,Small van,5598
107,190,9044,21,Isothermal van,9420
35,70,9547,27,Tented truck,8361
195,236,6507,2,Medium van,10521
98,203,8382,23,Dump truck,11839
41,73,8589,7,Tented truck,10070
97,210,2922,12,Tented truck,9105
187,245,789,7,Furniture van,6777
142,173,9536,42,Small van,10933
89,156,7067,58,Refrigerator,12325
119,153,5999,16,Dump truck,12182
181,373,3521,41,Tented truck,17303
115,193,8247,36,Tented truck,12127
135,215,4947,32,Small van,7707
53,99,2726,7,Refrigerator,5008
183,354,5263,14,Refrigerator,14857
164,267,9561,19,Small van,10122
33,46,639,41,Medium van,3189
177,371,2171,51,Furniture van,10494
11,17,5346,49,Dump truck,7452
27,56,8061,51,Dump truck,9151
167,273,7450,21,Isothermal van,13430
109,199,9541,57,Isothermal van,13167
129,268,5747,26,Isothermal van,10451
128,236,2298,22,Furniture van,6449
10,21,8159,21,Furniture van,5517
162,345,8754,13,Dump truck,16363
144,217,3320,60,Refrigerator,12070
149,274,2511,40,Tented truck,13223
132,198,8418,19,Small van,7889
71,153,1923,17,Refrigerator,6280
198,378,9860,27,Refrigerator,15196
195,259,4088,13,Refrigerator,12856
126,252,3509,45,Isothermal van,8366
194,365,5606,25,Isothermal van,11527
176,283,2510,48,Tented truck,13707
70,149,580,25,Dump truck,8106
135,172,189,47,Small van,5486
169,260,3714,23,Small van,5827
30,47,5207,31,Refrigerator,7359
77,118,6703,59,Small van,6544
16,20,3468,47,Refrigerator,5539
121,158,9123,31,Isothermal van,11691
137,262,6699,57,Refrigerator,12134
54,66,9580,42,Tented truck,10559
123,198,8547,18,Furniture van,10340
169,338,9588,17,Dump truck,16638
50,82,7063,35,Dump truck,8635
5,8,8785,21,Medium van,5746
6,8,2853,35,Small van,3257
111,228,3960,32,Refrigerator,8857
79,153,5667,27,Small van,6638
83,107,3116,31,Small van,4569
38,48,3131,21,Refrigerator,6045
38,66,906,51,Refrigerator,5641
99,138,683,41,Tented truck,9625
102,195,5381,27,Medium van,7562
37,55,9929,25,Refrigerator,9649
49,96,7486,51,Dump truck,10792
142,301,2148,44,Tented truck,12959
5,10,9248,17,Furniture van,6728
122,190,9685,53,Dump truck,17619
6,7,8138,35,Small van,5723
117,188,9375,11,Small van,7419
75,119,7812,33,Isothermal van,9721
24,31,7019,54,Furniture van,7445
120,229,8819,15,Small van,7588
170,266,7445,51,Refrigerator,16577
18,27,2593,56,Dump truck,6705
52,81,2176,25,Furniture van,4106
9,12,6698,17,Furniture van,5459
159,333,6658,40,Furniture van,11175
138,220,1093,34,Refrigerator,9020
143,214,9106,22,Small van,9193
48,72,9222,46,Medium van,7717
98,160,3698,51,Medium van,6938
20,24,5096,18,Furniture van,5221
66,127,5394,13,Tented truck,9553
74,144,9023,37,Isothermal van,10445
121,174,4807,5,Small van,5756
141,178,8368,30,Dump truck,15503
26,39,2792,14,Furniture van,3489
61,120,3527,32,Refrigerator,7447
175,336,2765,48,Tented truck,13840
69,94,3306,52,Tented truck,8483
10,19,8587,58,Medium van,6314
39,50,224,33,Refrigerator,4862
63,85,2352,48,Refrigerator,6854
184,309,8786,41,Tented truck,19896
148,196,8785,2,Medium van,10368
63,87,8684,10,Refrigerator,9249
86,124,9093,14,Medium van,7975
153,231,9010,24,Tented truck,15166
16,32,521,53,Small van,2664
148,190,7432,39,Isothermal van,12768
23,28,7669,51,Dump truck,10041
137,266,1564,31,Tented truck,10717
169,325,6992,30,Small van,9445
88,148,6948,52,Medium van,9286
79,165,6270,52,Isothermal van,8220
38,76,8135,52,Refrigerator,8153
190,259,5436,37,Isothermal van,13522
140,239,9351,58,Tented truck,17515
166,263,7472,9,Isothermal van,10837
26,39,8748,53,Refrigerator,9628
49,80,884,44,Medium van,4243
125,198,3205,10,Dump truck,11927
160,310,2901,19,Small van,6077
84,117,3453,50,Dump truck,11172
76,111,5265,28,Furniture van,6868
20,39,8360,36,Tented truck,7242
160,259,7959,6,Furniture van,10425
156,252,3017,42,Furniture van,10288
116,144,5246,55,Furniture van,9017
178,220,8598,11,Isothermal van,12096
191,351,325,53,Refrigerator,11710
10,20,6578,30,Dump truck,7212
133,222,3191,12,Tented truck,11191
110,239,1533,21,Dump truck,10260
192,392,5944,50,Refrigerator,14125
87,157,3522,49,Isothermal van,8065
186,275,1048,50,Furniture van,10420
68,132,5601,32,Tented truck,9090
20,30,3679,51,Isothermal van,4871
76,122,1755,43,Small van,4867
70,140,4275,6,Isothermal van,5428
